city,temperature,humidity,weather
Gulābpura,23.01,22,few clouds
State of Gujarāt,26.46,25,clear sky
Guirim,27.91,58,clear sky
Guhāgar,23.72,68,clear sky
Dūgal Kota,21.52,17,clear sky
Gūduvāncheri,28.04,85,few clouds
Gūdūr,24.11,70,clear sky
Gūdūr,24.8,86,clear sky
Gudiyatham,23.6,86,clear sky
Gudivāda,23.56,85,clear sky
Gudibanda,23.28,62,clear sky
Gudāri,22.75,75,clear sky
Gudalur,22.51,91,clear sky
Gubbi,24.84,54,few clouds
Gua,19.83,86,overcast clouds
Goyerkāta,18.82,82,overcast clouds
Govindgarh,23.29,15,overcast clouds
Govindgarh,22.6,22,clear sky
Govindgarh,22.04,58,clear sky
Govardhan,22.06,16,overcast clouds
Goshaingaon,20.45,80,overcast clouds
Goshāīnganj,20.03,16,clear sky
Goshāinganj,21.53,18,clear sky
Gorūr,21.84,78,few clouds
Goregaon,22.86,65,clear sky
Gorakhpur,19.11,19,clear sky
Gorakhpur,20.48,43,clear sky
Gopināthpur,22.13,77,overcast clouds
Gobichettipalayam,27.84,70,clear sky
Gopāmau,20.85,13,clear sky
Gopālur,27.33,52,clear sky
Gopālpur,24.7,88,broken clouds
Gopālganj,19.75,63,clear sky
Gooty,27.13,54,few clouds
Gondiā,25.23,50,few clouds
Gondal,25.58,34,clear sky
Gondā City,21.33,18,clear sky
Gomoh,20.65,82,light rain
Golhaura,21.31,17,clear sky
Golakganj,21.16,73,overcast clouds
Gola Gokarannāth,19.49,13,clear sky
Golāghāt,22.78,51,overcast clouds
Gola Bāzār,20.68,57,clear sky
Gokul,21.4,17,overcast clouds
Gokarna,26.66,65,clear sky
Gokak,26.01,31,clear sky
Gohpur,19.18,78,overcast clouds
Gohānd,24.32,17,clear sky
Gohāna,18.88,19,clear sky
Gohadi,21.91,20,clear sky
Gogola,23.96,86,clear sky
Gogāpur,24.4,21,clear sky
Godhra,25.53,23,clear sky
Godda,22.26,62,overcast clouds
Gobindpur,21.05,81,overcast clouds
Gobindpur,21.93,78,overcast clouds
Gobārdānga,22.29,66,broken clouds
Goa Velha,27.97,51,clear sky
Goālpāra,20.68,77,overcast clouds
Union Territory of Damān and Diu,24.99,71,clear sky
Goa,27.21,65,clear sky
Gīrīdīh,19.91,90,light rain
Girgaum,26.05,73,haze
Gingee,24.99,85,clear sky
Giddarbāha,18.46,21,clear sky
Giddalūr,24.38,77,clear sky
Gīdam,21.45,64,broken clouds
Ghusuri,21.98,83,haze
Ghūra,23.91,19,clear sky
Ghugus,29.15,47,overcast clouds
Ghoti Budrukh,22.19,32,clear sky
Ghosī,20.33,71,clear sky
Ghorāwal,20.75,70,overcast clouds
Ghoghāpur,22.74,43,clear sky
Ghogha,26.93,45,clear sky
Ghiror,21.57,14,few clouds
Ghazīpur,21.28,67,clear sky
Ghāziābād,22.11,17,clear sky
Ghātsīla,21.5,81,broken clouds
Ghātanji,27.56,24,broken clouds
Ghātampur,23.0,17,clear sky
Ghātāl,20.67,79,broken clouds
Gharghoda,23.35,58,broken clouds
Gharaunda,17.37,20,clear sky
Ghansor,23.37,28,clear sky
Ghanaur,18.38,23,clear sky
Ghumārwīn,15.09,38,clear sky
Dhatkidih,22.39,74,overcast clouds
Gevrai,25.96,23,scattered clouds
George Town,22.99,44,clear sky
Gaya,22.03,72,overcast clouds
Gawān,20.25,17,few clouds
Gautampura,23.47,23,clear sky
Gauripur,21.32,73,overcast clouds
Gauripur,22.01,83,haze
Goribidnūr,25.18,56,clear sky
Gaurela,19.96,64,clear sky
Guwahati,20.95,83,mist
Garhwa,19.84,83,broken clouds
Garui,22.01,83,haze
Gariadhar,25.74,46,clear sky
Gariāband,24.01,61,overcast clouds
Garhshankar,17.36,25,clear sky
Garhmuktesar,19.56,17,clear sky
Garhi Pūkhta,17.46,20,clear sky
Garhākota,23.96,20,clear sky
Garhdiwāla,17.11,32,clear sky
Garautha,24.26,18,clear sky
Gannavaram,23.66,85,clear sky
Ganj Murādābād,22.04,15,clear sky
Ganjām,25.6,82,broken clouds
Gangtok,14.07,65,overcast clouds
Gangolli,25.84,73,clear sky
Gangoh,17.63,21,clear sky
Gangāwati,29.6,32,broken clouds
Gangavalli,24.51,85,clear sky
Gangārāmpur,20.76,70,overcast clouds
Gangāpur,23.12,17,clear sky
Gangāpur,22.06,20,clear sky
Gangāpur,25.91,22,clear sky
Gangānagar,19.49,23,clear sky
Gangākher,28.24,20,clear sky
Gangaikondān,27.42,75,overcast clouds
Gāndhī Nagar,28.47,81,few clouds
Gandhinagar,26.99,29,smoke
Gāndhīdhām,26.23,37,clear sky
Gandevi,24.35,74,clear sky
Gāndarbal,7.75,36,clear sky
Gandai,23.58,52,scattered clouds
Galiākot,26.4,21,clear sky
Gajraula,19.02,18,clear sky
Gajendragarh,27.42,28,clear sky
Gagret,16.79,26,clear sky
Gadwāl,27.28,57,scattered clouds
Gadhinglaj,23.23,35,clear sky
Gadhada,26.56,32,clear sky
Gādarwāra,25.58,19,clear sky
Gadag,26.27,36,clear sky
Fort Gloster,23.23,60,scattered clouds
Forbesganj,20.58,85,overcast clouds
Fīrozpur Jhirka,21.49,17,few clouds
Ferozepore,16.21,24,clear sky
Fīrozābād,22.62,14,scattered clouds
Ferokh,27.58,89,few clouds
Fedūsar,24.59,19,clear sky
Fāzilka,18.96,20,clear sky
Fatwa,22.05,80,clear sky
Fatehpur Sīkri,22.28,16,broken clouds
Fatehpur Chaurāsi,21.93,17,clear sky
Fatehpur,22.57,16,clear sky
Fatehpur,21.23,17,clear sky
Fatehpur,22.82,18,clear sky
Fatehgarh Chūriān,17.92,33,clear sky
Fatehgarh,21.66,13,clear sky
Fatehganj West,19.21,16,clear sky
Fatehābād,18.68,20,clear sky
Fatehābād,21.99,16,scattered clouds
Farrukhnagar,20.42,19,clear sky
Farrukhnagar,23.84,63,clear sky
Farrukhābād,21.69,13,clear sky
Farīdpur,19.98,14,clear sky
Farīdnagar,19.03,19,clear sky
Farīdkot,15.93,24,clear sky
Faridabad,20.14,15,clear sky
Farakka,21.86,68,overcast clouds
Farah,21.69,16,overcast clouds
Fālākāta,20.06,73,overcast clouds
Faizpur,26.66,20,clear sky
Fyzābād,21.89,18,clear sky
Ettaiyapuram,27.26,76,broken clouds
Etāwah,22.16,15,clear sky
Etah,21.54,14,broken clouds
Erumaippatti,26.27,75,clear sky
Erraguntla,27.44,60,clear sky
Erode,27.98,71,clear sky
Ernākulam,25.99,87,overcast clouds
Erāttupetta,24.71,95,clear sky
Eraniel,26.73,90,scattered clouds
Erandol,26.94,23,clear sky
Eral,27.41,77,overcast clouds
Emmiganūr,27.61,55,clear sky
Ellore,23.27,87,clear sky
Elūr,25.98,89,mist
Elumalai,26.67,76,scattered clouds
Ellenabad,20.41,19,clear sky
Elāyirampannai,27.13,76,broken clouds
Elamanchili,22.75,90,clear sky
Egra,20.17,81,scattered clouds
Dwārka,24.9,78,clear sky
Dwārāhāt,11.12,35,clear sky
Dūsi,24.75,86,clear sky
Durgapur,20.77,79,broken clouds
Durgāpur,28.34,49,overcast clouds
Durg,24.92,58,overcast clouds
Dūngarpur,25.35,20,clear sky
Dungarpur,24.45,52,clear sky
Ganj Dundwāra,21.04,15,scattered clouds
Dumraon,20.53,83,clear sky
Dumra,20.22,84,clear sky
Dumka,20.64,77,overcast clouds
Dum Duma,21.67,54,overcast clouds
Dam Dam,21.98,83,haze
Duliāgaon,21.84,50,overcast clouds
Duggirāla,24.38,83,clear sky
Dugda,21.09,79,overcast clouds
Dūdhi,20.7,79,broken clouds
Dudhani,30.43,21,few clouds
Dubrājpur,20.67,83,overcast clouds
Dubbī,21.83,18,scattered clouds
Dostpur,21.12,20,clear sky
Dornakal,24.48,71,clear sky
Dores,23.91,86,clear sky
Dorāha,16.49,27,clear sky
Dongargarh,23.55,63,scattered clouds
Dongargaon,23.35,70,scattered clouds
Dondaicha,27.77,24,clear sky
Dombivli,25.97,46,clear sky
Domariāganj,21.77,16,clear sky
Doiwāla,17.49,35,clear sky
Dohrighāt,20.26,68,clear sky
Dugadda,15.49,24,clear sky
Dod Ballāpur,23.01,64,clear sky
Doda,9.86,59,clear sky
Diu,23.96,86,clear sky
Dispur,20.97,76,overcast clouds
Dīsa,24.61,26,clear sky
Dirba,17.45,23,clear sky
Diphu,18.06,90,overcast clouds
Dīnhāta,20.85,75,overcast clouds
Dindori,21.32,49,clear sky
Dindigul,25.47,82,clear sky
Dīnānagar,16.68,38,clear sky
Dimāpur,19.07,79,overcast clouds
Diju,19.72,68,overcast clouds
Digras,26.76,21,clear sky
Dīglūr,28.15,35,clear sky
Dighwāra,22.04,64,haze
Digha,21.54,77,clear sky
Digboi,20.89,56,overcast clouds
Digapahandi,23.15,56,broken clouds
Dīg,22.44,16,overcast clouds
Dīdwāna,21.17,17,clear sky
Dicholi,27.9,57,clear sky
Dibrugarh,17.03,100,mist
Dibai,20.46,17,broken clouds
Diamond Harbour,22.79,64,clear sky
Dhuwaran,26.17,22,clear sky
Dhūri,17.23,24,clear sky
Dhupgāri,19.06,80,overcast clouds
Dhuliān,22.11,65,overcast clouds
Dhūlia,27.61,24,clear sky
Dhuburi,21.33,72,overcast clouds
Dhrol,25.56,56,clear sky
Dhrāngadhra,27.17,20,clear sky
Dhorāji,25.18,48,clear sky
Dhone,26.02,63,few clouds
Dholka,25.2,23,clear sky
Dhola,26.68,37,clear sky
Dhing,21.51,73,overcast clouds
Dhilwan,15.89,32,clear sky
Dhenkānāl,22.6,92,broken clouds
Dhemāji,21.65,50,overcast clouds
Dhekiajuli,19.23,87,overcast clouds
Dhaurahra,19.45,14,clear sky
Dhaulpur,22.06,18,scattered clouds
Dharwad,24.42,37,clear sky
Dhārūr,26.63,19,scattered clouds
Dhāruhera,20.98,18,clear sky
Dharamsala,7.72,41,broken clouds
Dharmavaram,28.19,48,clear sky
Dharmapuri,24.13,76,clear sky
Dharmanagar,22.13,61,overcast clouds
Dharmadam,26.28,80,clear sky
Dharmābād,27.01,48,clear sky
Dhāriwāl,15.73,34,clear sky
Dhāri,25.04,34,clear sky
Dhārchula,6.56,35,clear sky
Dharapuram,26.2,72,clear sky
Dharangaon,27.14,23,clear sky
Dharampuri,26.83,19,clear sky
Dharampur,23.48,57,clear sky
Dhār,23.29,21,clear sky
Dhanwār,19.84,88,overcast clouds
Dhanera,24.22,24,clear sky
Dhaneli,24.71,56,broken clouds
Dhandhuka,28.22,19,clear sky
Dhānd,22.84,18,clear sky
Dhanbād,21.01,79,overcast clouds
Dhanaura,18.54,18,clear sky
Dhanaula,16.82,25,clear sky
Dhāna,23.12,20,clear sky
Dhamtari,24.02,60,few clouds
Dhāmpur,18.47,19,clear sky
Dhāmnod,26.58,19,clear sky
Dhali,24.4,77,scattered clouds
Dhāka,19.58,85,clear sky
Dewas,23.0,24,clear sky
Dewā,21.3,18,clear sky
Deoli,23.91,20,few clouds
Devgarh,22.24,18,clear sky
Devgadh Bāriya,24.67,22,clear sky
Devarkonda,25.96,58,clear sky
Devaprayāg,13.61,40,clear sky
Devanhalli,23.13,73,few clouds
Devakottai,28.03,74,clear sky
Devadānappatti,24.17,88,clear sky
Deūlgaon Rāja,24.53,23,clear sky
Desuri,24.2,21,clear sky
Desūr,24.95,85,clear sky
Deshnoke,22.08,19,clear sky
Dergaon,21.56,58,overcast clouds
Dera Gopipur,16.72,38,clear sky
Derā Nānak,15.74,35,clear sky
Depālpur,22.89,23,clear sky
Deori Khās,23.32,22,clear sky
Deoria,19.72,73,clear sky
Deori,25.81,47,overcast clouds
Deoraniān,18.32,18,clear sky
Deoli,26.56,24,clear sky
Deolāli,22.47,34,clear sky
Deoghar,20.02,84,light rain
Deogarh,24.37,58,overcast clouds
Deoband,17.48,24,clear sky
Denkanikota,18.58,80,clear sky
Delvāda,23.8,86,clear sky
Delhi Cantonment,19.99,60,haze
National Capital Territory of Delhi,20.13,17,clear sky
Delhi,20.05,60,haze
Dehu,22.37,42,clear sky
Dehri,22.24,74,scattered clouds
Dehra Dūn,16.73,40,clear sky
Debīpur,21.89,67,overcast clouds
Dayāl Bāgh,22.94,15,overcast clouds
Davorlim,27.9,65,clear sky
Davangere,25.5,55,scattered clouds
Dausa,20.66,19,few clouds
Daurāla,19.53,17,clear sky
Daund,25.48,34,clear sky
Daulatpur,16.63,35,clear sky
Daulatpur,17.31,33,clear sky
Daulatpur,21.0,68,overcast clouds
Daudnagar,21.44,76,clear sky
Dattāpur,26.98,21,clear sky
Datia,23.32,18,clear sky
Dātāganj,20.34,14,clear sky
Dasūya,16.76,34,clear sky
Dāsna,20.33,19,clear sky
Daryāpur,26.68,19,clear sky
Darya Ganj,20.11,60,haze
Dārwha,26.45,21,clear sky
Darlawn,16.67,70,overcast clouds
Dārjiling,9.64,82,overcast clouds
Dariba,21.45,23,clear sky
Darbhanga,19.99,84,clear sky
Dankaur,21.91,17,clear sky
Dangrawari,23.88,87,clear sky
Dandeli,22.72,50,clear sky
Dinapore,21.98,64,haze
Damoh,24.04,20,clear sky
Dāmnagar,25.84,43,clear sky
Daman,25.4,71,clear sky
Daltonganj,21.72,80,overcast clouds
Dalsingh Sarai,20.11,83,few clouds
Dalmau,22.75,18,clear sky
Dalkola,21.02,78,overcast clouds
Dalhousie,7.13,38,clear sky
Dākor,24.59,24,clear sky
Daitari,21.74,86,broken clouds
Dohad,25.05,20,clear sky
Dahmi Kalān,23.06,19,clear sky
Dahegām,26.87,24,clear sky
Dāhānu,24.78,70,clear sky
Dagshai,11.69,33,clear sky
Dādri,21.95,17,clear sky
Union Territory of Dādra and Nagar Haveli,23.16,58,clear sky
Dabwāli,18.44,21,clear sky
Dabra,22.61,19,clear sky
Daboh,23.42,18,clear sky
Dābhol,24.25,67,clear sky
Dabhoi,25.78,25,clear sky
Dabhaura,23.65,25,clear sky
Cuttack,23.1,95,scattered clouds
Curti,27.66,64,clear sky
Curchorem,22.74,66,clear sky
Cuncolim,27.94,64,clear sky
Cumbum,24.88,81,clear sky
Cuddapah,26.15,70,clear sky
Cuddalore,27.67,78,clear sky
Cortalim,27.42,51,clear sky
Coondapoor,25.41,74,clear sky
Connaught Place,20.06,60,haze
Colva,27.98,51,clear sky
Colovale,27.81,57,clear sky
Colonelganj,21.54,18,clear sky
Collectorganj,22.08,18,clear sky
Colgong,22.05,70,overcast clouds
Calangute,28.0,60,clear sky
Coimbatore,25.78,71,clear sky
Cochin,25.99,81,overcast clouds
Clement Town,16.93,39,clear sky
Chūru,23.77,16,clear sky
Churāchāndpur,12.74,90,overcast clouds
Chunchura,21.94,67,broken clouds
Chunār,22.78,65,few clouds
Vikāsnagar,17.92,40,clear sky
Chuāri Khās,7.92,36,clear sky
Chotila,26.15,27,clear sky
Chorhat,22.42,59,clear sky
Chopda,26.41,24,clear sky
Chopan,20.72,77,few clouds
Cholapuram,27.1,76,scattered clouds
Chodavaram,26.91,88,clear sky
Rampachodavaram,21.48,79,clear sky
Chittūr,25.3,87,clear sky
Chittoor,23.57,89,clear sky
Chittaurgarh,22.29,22,clear sky
Chittaranjan,20.67,83,overcast clouds
Chittarkonda,21.17,66,clear sky
Chitradurga,25.6,56,clear sky
Chītāpur,30.55,36,overcast clouds
Chiria,19.88,86,overcast clouds
Chirgaon,23.69,18,clear sky
Chidawa,21.84,17,clear sky
Chīrāla,26.75,76,clear sky
Chīpurupalle,22.95,84,scattered clouds
Chiplūn,22.27,57,clear sky
Chintāmani,21.52,76,clear sky
Chinna Salem,25.67,81,clear sky
Chinnamanūr,24.33,86,clear sky
Chinchvad,22.71,40,clear sky
Chinchpokli,26.01,73,haze
Chincholi,28.48,43,broken clouds
Chinchinim,27.99,64,clear sky
Chinchani,25.02,69,clear sky
Chillupār,20.21,67,clear sky
Chiliā,21.22,17,clear sky
Chilakalūrupet,24.72,83,clear sky
Chikodi,24.24,34,clear sky
Chiknāyakanhalli,25.63,57,scattered clouds
Chikmagalūr,20.11,89,clear sky
Chikitigarh,22.17,73,overcast clouds
Chikhli,23.57,73,clear sky
Chikhli,24.74,21,clear sky
Chik Ballāpur,22.9,66,clear sky
Chikalthān,24.75,22,clear sky
Chidambaram,27.01,79,clear sky
Chicolna,28.0,51,clear sky
Chicholi,25.92,42,scattered clouds
Chichli,24.72,19,clear sky
Chicalim,27.79,51,clear sky
Chhuīkhadān,24.39,54,broken clouds
Chhoti Sādri,22.37,24,clear sky
Chhota Udepur,24.66,25,clear sky
Chhindwāra,23.09,17,clear sky
Chhibrāmau,22.01,14,clear sky
Chhatarpur,23.95,19,clear sky
Chhātāpur,20.42,85,overcast clouds
Chhāta,22.33,16,overcast clouds
Chharra,20.97,15,broken clouds
Chhaprauli,18.13,19,clear sky
Chāpra,20.3,83,clear sky
Chhāpar,22.49,17,clear sky
Chhala,26.78,26,clear sky
Chhachhrauli,17.76,33,clear sky
Chhabra,24.85,19,clear sky
Cheyyur,27.27,78,clear sky
Chettipālaiyam,25.54,75,clear sky
Chetput,28.41,82,few clouds
Cherrapunji,12.51,80,overcast clouds
Chennimalai,25.75,74,clear sky
Chengannūr,24.88,93,scattered clouds
Chengam,24.02,84,clear sky
Chingleput,25.45,84,clear sky
Chēlakara,25.42,91,clear sky
Chechat,24.53,20,clear sky
Chetwayi,27.61,82,scattered clouds
Chaupāl,6.05,67,clear sky
Chaukhandi,23.01,45,clear sky
Chaksu,23.51,18,scattered clouds
Chatrapur,25.21,84,broken clouds
Chatrā,20.37,79,overcast clouds
Chātakonda,24.99,72,clear sky
Chās,20.54,81,broken clouds
Charthāwal,17.46,20,clear sky
Charkhi Dādri,20.47,18,clear sky
Charkhāri,24.11,18,clear sky
Charbagh,19.99,49,haze
Chāprā,21.09,76,overcast clouds
Chāpar,20.49,81,overcast clouds
Channarāyapatna,23.33,72,clear sky
Channapatna,25.08,53,clear sky
Channagiri,24.35,65,few clouds
Changanācheri,24.79,94,broken clouds
Chandwāji,20.74,17,clear sky
Chāndor,21.86,28,clear sky
Chāndūr Bāzār,25.83,18,clear sky
Chāndūr,26.81,19,clear sky
Chāndur,28.22,50,broken clouds
Chānda,28.4,49,overcast clouds
Chandrakona,21.19,76,scattered clouds
Chāndpur,18.21,19,clear sky
Chandla,24.19,18,clear sky
Chāndil,20.81,79,overcast clouds
Union Territory of Chandigarh,19.23,22,clear sky
Chandigarh,19.26,22,clear sky
Chandia,21.55,55,clear sky
Chanderi,22.23,20,clear sky
Chāndbāli,23.5,89,clear sky
Chanduasi,19.73,16,clear sky
Chandauli,21.33,69,clear sky
Chandannagar,21.94,67,broken clouds
Chānasma,24.9,26,clear sky
Chamrajnagar,24.01,65,clear sky
Chāmpua,21.46,83,broken clouds
Champawat,8.81,25,clear sky
Chāmpāhāti,21.99,59,clear sky
Chāmpa,22.99,55,scattered clouds
Chamba,12.22,44,clear sky
Challapalle,24.41,82,clear sky
Challakere,28.83,39,scattered clouds
Chālisgaon,26.67,24,clear sky
Chalāla,25.73,35,clear sky
Chākuliā,21.85,77,broken clouds
Chakrāta,7.71,60,clear sky
Chakradharpur,20.92,83,overcast clouds
Chaklāsi,25.24,23,clear sky
Chākia,19.32,84,clear sky
Chakia,22.64,66,scattered clouds
Chākan,22.64,40,clear sky
Chail,23.59,38,clear sky
Chāībāsa,21.45,80,overcast clouds
Chābua,16.97,100,mist
Cavelossim,27.99,63,clear sky
Carapur,27.97,60,clear sky
Canning,23.18,61,clear sky
Kannur,26.63,78,clear sky
Candolim,28.0,51,clear sky
Kolkata,21.97,83,haze
Byādgi,24.98,55,broken clouds
Buxar,20.76,77,clear sky
Burla,24.33,51,overcast clouds
Būriya,17.43,30,clear sky
Burhar,19.89,69,clear sky
Burhānpur,26.42,20,clear sky
Būndu,19.04,84,scattered clouds
Būndi,23.33,20,broken clouds
Buldāna,24.18,22,clear sky
Bulandshahr,20.06,19,clear sky
Buguda,22.7,91,clear sky
Budhlāda,16.89,24,clear sky
Budhāna,18.07,19,clear sky
Budaun,20.32,14,clear sky
Brājarājnagar,22.44,69,overcast clouds
Brahmapur,21.77,92,overcast clouds
Botād,27.24,23,clear sky
Borsad,25.49,21,clear sky
Borivli,25.95,73,haze
Bongaigaon,20.25,81,overcast clouds
Bomdila,2.64,68,overcast clouds
Mumbai,25.99,73,haze
Bolpur,20.5,81,overcast clouds
Bolānīkhodān,17.88,87,overcast clouds
Bokāro,20.65,82,light rain
Bokākhāt,19.49,74,overcast clouds
Bokajān,18.92,83,overcast clouds
Boisar,24.74,69,clear sky
Bodri,20.48,62,clear sky
Bodināyakkanūr,24.23,89,clear sky
Buddh Gaya,22.39,71,overcast clouds
Bodhan,27.26,47,clear sky
Bobbili,22.36,83,broken clouds
Bithūr,21.89,17,clear sky
Biswān,21.0,15,clear sky
Bissāu,23.57,15,clear sky
Bishnupur,21.4,75,overcast clouds
Bishnupur,23.74,58,few clouds
Bishnāh,16.72,38,clear sky
Bisenda Buzurg,23.99,17,clear sky
Bisauli,19.88,15,clear sky
Bīsalpur,19.39,15,clear sky
Birūr,23.53,70,clear sky
Bīrpur,20.3,84,overcast clouds
Birmitrapur,20.71,79,broken clouds
Birdpur,20.66,21,clear sky
Birbhaddar,18.3,34,clear sky
Binka,27.53,36,overcast clouds
Bindki,23.19,17,clear sky
Etāwa,23.44,19,clear sky
Bilthra,20.08,74,clear sky
Bilsi,20.15,15,clear sky
Bilsanda,19.16,14,clear sky
Biloli,27.17,42,clear sky
Bilkha,25.77,34,clear sky
Bilhaur,22.25,16,clear sky
Bilgrām,21.69,14,clear sky
Bilgi,27.38,28,clear sky
Bilaspur,16.43,37,clear sky
Bilāspur,18.09,28,clear sky
Bīlāspur,18.0,19,clear sky
Bīlāspur,21.65,18,clear sky
Bilāspur,23.02,51,few clouds
Bilāsipāra,21.25,77,overcast clouds
Bilariāganj,20.53,61,clear sky
Bilāri,19.1,17,clear sky
Bilāra,23.56,19,clear sky
Bikramganj,20.71,80,clear sky
Bīkāpur,22.11,18,clear sky
Bīkaner,22.99,17,clear sky
Bijrauni,23.77,19,clear sky
Bijnor,18.0,20,clear sky
Bijni,20.59,77,overcast clouds
Bijnaur,20.03,49,haze
Bijbehara,6.52,37,clear sky
Bijāwar,23.13,20,clear sky
Bijapur,29.6,19,few clouds
Bihpuriāgaon,19.33,72,overcast clouds
State of Bihār,19.88,84,clear sky
Bihār Sharīf,20.62,79,scattered clouds
Bihārīganj,19.85,79,overcast clouds
Bīghāpur Khurd,22.78,17,clear sky
Bidhūna,22.41,15,clear sky
Bīdar,27.61,41,scattered clouds
Biaora,23.58,21,clear sky
Kīl Bhuvanagiri,26.83,80,clear sky
Bhusāval,26.8,20,clear sky
Bhundsi,20.03,17,clear sky
Bhūm,27.83,20,clear sky
Bhuj,24.55,52,clear sky
Bhudgaon,25.26,32,clear sky
Bhubaneshwar,23.12,78,mist
Bhuban,22.53,89,scattered clouds
Bhowali,11.1,21,clear sky
Bhor,22.51,38,clear sky
Bhopal,23.59,21,clear sky
Bhongīr,23.8,70,clear sky
Bhongaon,21.83,14,clear sky
Bhulath Gharbi,15.99,33,clear sky
Bhojudih,21.07,80,broken clouds
Bhogpur,16.21,32,clear sky
Bhiwāni,20.33,19,clear sky
Bhiwandi,25.35,44,clear sky
Bhitarwār,22.93,20,clear sky
Bhīta,23.2,45,clear sky
Bhīnmāl,24.82,20,clear sky
Bhinga,19.98,18,clear sky
Bhindār,22.58,22,clear sky
Bhind,22.1,18,clear sky
Bhīmunipatnam,26.73,78,clear sky
Bhīm Tāl,12.29,19,clear sky
Bhīmavaram,23.37,84,clear sky
Bhīlwāra,22.33,22,clear sky
Bhilai,24.82,57,broken clouds
Bhīkhi,16.86,24,clear sky
Bhikangaon,25.83,21,clear sky
Bhigvan,26.17,33,clear sky
Bhāyāvadar,24.55,61,clear sky
Bhawānipatna,25.3,35,overcast clouds
Bhawānīgarh,17.36,23,clear sky
Bhawāniganj,24.7,21,clear sky
Bhavnagar,26.58,40,clear sky
Bhavāni,27.95,78,clear sky
Bhattiprolu,24.42,92,clear sky
Bhātpāra,21.95,68,broken clouds
Bhatkal,26.9,71,clear sky
Bathinda,17.38,23,clear sky
Bhatgaon,24.71,56,broken clouds
Bhātāpāra,24.76,46,broken clouds
Bhasāwar,22.74,16,overcast clouds
Bharwāri,22.83,25,clear sky
Bharūch,26.43,40,clear sky
Bharthana,22.28,15,clear sky
Bharkol,22.24,16,broken clouds
Bharatpur,22.42,16,overcast clouds
Bhānvad,24.37,69,clear sky
Bhānpurī,23.77,66,scattered clouds
Bhānpura,25.15,22,clear sky
Bhanjanagar,22.41,90,clear sky
Bhānder,23.56,18,clear sky
Bhandaria,21.66,16,clear sky
Bhandarej,21.2,19,scattered clouds
Bhandāra,27.02,44,few clouds
Bhamora,20.01,14,clear sky
Bhālki,29.17,27,scattered clouds
Bhaisa,26.39,54,clear sky
Bhainsdehi,22.27,20,clear sky
Bhagwantnagar,23.02,17,clear sky
Bhāgalpur,21.86,68,overcast clouds
Bhadreswar,21.94,67,broken clouds
Bhadrāvati,23.01,73,clear sky
Bhadrakh,21.39,80,broken clouds
Bhadrāchalam,25.3,72,clear sky
Bhādra,21.77,18,clear sky
Bhadohi,20.0,61,clear sky
Bhadaur,16.64,26,clear sky
Bhādāsar,22.97,18,clear sky
Bhadarwāh,3.96,70,clear sky
Bhachāu,25.22,36,clear sky
Bhabhua,22.31,67,scattered clouds
Bhābhru,19.91,17,clear sky
Bhābhra,24.08,21,clear sky
Beypore,27.58,89,few clouds
Bewar,21.94,14,clear sky
Betūl Bazār,22.96,19,clear sky
Betūl,22.8,19,clear sky
Bettiah,18.75,78,clear sky
Betma,22.83,23,clear sky
Betamcherla,25.68,62,clear sky
Beswān,21.57,17,overcast clouds
Beri Khās,19.61,20,clear sky
Berasia,23.61,20,clear sky
Beohāri,21.68,60,clear sky
Benīganj,21.18,15,clear sky
Benaulim,28.0,51,clear sky
Bemetāra,25.45,45,overcast clouds
Belūr,20.82,86,scattered clouds
Belūr,23.11,90,clear sky
Beltangadi,20.95,80,clear sky
Belsand,19.63,85,clear sky
Belonia,23.96,45,overcast clouds
Bellūru,24.55,56,clear sky
Bellary,28.48,40,scattered clouds
Beliātor,20.57,79,overcast clouds
Belha,23.38,50,few clouds
Belgharia,21.99,83,haze
Belgaum,23.21,32,scattered clouds
Beldānga,20.85,76,overcast clouds
Belda,21.09,81,scattered clouds
Belanganj,22.8,15,broken clouds
Belaguntha,22.62,92,clear sky
Bela,22.33,21,clear sky
Behta Gokul,20.97,13,clear sky
Behror,21.53,16,clear sky
Behat,17.67,40,clear sky
Begusarai,20.48,78,overcast clouds
Begūn,22.45,22,broken clouds
Begowāl,15.94,33,clear sky
Begamganj,23.17,20,clear sky
Bedi,25.68,54,clear sky
Bichhiwara,25.15,20,clear sky
Beāwar,22.28,21,clear sky
Bāzpur,18.37,20,clear sky
Bayāna,22.89,16,broken clouds
Bawāna,20.03,19,clear sky
Bāwal,21.51,17,clear sky
Baud,26.42,50,overcast clouds
Batoti,8.45,55,clear sky
Batāla,15.62,33,clear sky
Baswa,22.27,17,scattered clouds
Bāsugaon,20.69,80,overcast clouds
Bāsudebpur,21.93,80,broken clouds
Bastī,21.19,17,clear sky
Bāsoda,23.9,20,clear sky
Basni,24.31,16,clear sky
Basna,25.24,53,overcast clouds
Basmat,27.03,22,clear sky
Basi,17.92,24,clear sky
Basi,19.35,21,clear sky
Basi,23.19,18,clear sky
Basavana Bāgevādi,30.3,20,scattered clouds
Basavakalyān,28.72,28,scattered clouds
Bāsār,15.86,74,overcast clouds
Barwara,23.99,18,clear sky
Barwāni,27.0,22,clear sky
Barwāla,19.07,19,clear sky
Barwādih,20.74,83,broken clouds
Bāruni,20.38,80,scattered clouds
Bāruipur,23.6,59,clear sky
Bārsi,28.66,19,scattered clouds
